durationOfSession,steps,device,city,country,platform,current_filters,impressions,priceMean,hotel Facilities,interaction item image,search for poi,filter selection,interaction item info,search for destination,interaction item rating,change of sort order,interaction item deals,search for item,target
931.0,13,mobile,Milan, Italy,IT,0,25,86,2721,2,0,0,0,1,1,2,2,0,1
747.0,55,mobile,Elmwood Park, USA,US,0,0,0,0,51,0,0,0,2,0,0,0,2,0
131.0,8,desktop,Dubai, United Arab Emirates,CZ,1,25,117,1334,2,0,1,0,0,0,4,0,0,1
0.0,1,mobile,Prague, Czech Republic,DE,0,25,265,936,0,0,0,0,0,0,0,0,0,1
23.0,2,tablet,Weston, USA,UK,0,25,185,678,0,0,0,0,1,0,0,0,0,1
251.0,15,mobile,Lido di Venezia, Italy,RU,3,25,128,1173,0,0,8,0,1,0,2,3,0,1
0.0,1,mobile,Seminole, USA,US,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1740.0,3,mobile,Eibenstock, Germany,DE,0,25,88,900,0,0,0,0,0,0,0,0,0,1
299.0,45,desktop,Edirne, Turkey,BG,2,25,35,941,33,0,4,1,1,2,3,0,0,1
0.0,1,mobile,Tbilisi, Georgia,RU,0,0,0,0,0,0,0,0,1,0,0,0,0,0
126.0,6,desktop,Gramado, Brazil,BR,0,0,0,0,2,0,0,0,2,1,1,0,0,0
0.0,2,mobile,Caldas Novas, Brazil,BR,0,25,45,948,1,0,0,0,0,0,0,0,0,1
3496.0,26,mobile,Panama City, Panama,US,1,13,97,327,14,0,1,0,1,2,3,0,4,1
274.0,5,mobile,Udhagamandalam, India,IN,1,25,43,723,0,0,3,0,0,0,0,0,0,1
90.0,6,mobile,Auckland, New Zealand,NZ,1,25,144,1401,0,0,1,0,1,0,3,0,0,1
49.0,2,desktop,Frankfurt, Germany,RU,0,25,88,1255,0,0,0,0,1,0,0,0,0,1
2216.0,10,desktop,Miami Beach, USA,BR,0,24,241,5570,0,0,0,0,1,0,0,1,3,1
325.0,6,mobile,Bogotá, Colombia,CO,1,25,46,990,0,1,1,0,0,0,3,0,0,1
0.0,1,desktop,Ustronie Morskie, Poland,DE,0,25,47,556,0,0,0,0,0,0,0,0,0,1
1.0,3,mobile,Tamsui District, Taiwan,TW,0,25,56,680,2,0,0,0,0,0,0,0,0,1
339.0,83,desktop,Cartagena, Colombia,CO,0,24,100.5,1314,82,0,0,0,0,0,0,0,0,1
995.0,5,desktop,Sogamoso, Colombia,CO,0,10,27.5,128,0,0,0,0,0,0,1,0,0,1
957.0,3,mobile,Buenaventura, Colombia,BR,0,1,138,3,0,1,0,0,0,0,0,0,0,1
112.0,7,mobile,Naha, Japan,TW,1,25,62,940,2,0,1,0,1,0,2,0,0,1
297.0,39,mobile,Istanbul, Turkey,DK,0,0,0,0,36,0,0,2,0,1,0,0,0,0
38.0,4,desktop,Mladá Boleslav, Czech Republic,DE,0,6,63.5,108,2,0,0,0,1,0,0,0,0,1
0.0,2,mobile,Newcastle, United Kingdom,IE,0,0,0,0,2,0,0,0,0,0,0,0,0,0
0.0,1,desktop,Playa Bavaro, Dominican Republic,US,0,25,171,1865,0,0,0,0,0,0,0,0,0,1
474.0,14,mobile,Tokyo, Japan,JP,3,25,74,1486,0,1,4,0,0,2,0,1,0,1
163.0,5,mobile,Melbourne, Australia,AU,0,25,94,1031,2,0,0,0,0,0,0,1,0,1
1624.0,33,desktop,Paso Robles, USA,US,1,25,133,825,25,0,1,0,2,0,3,0,0,1
353.0,14,desktop,Poços de Caldas, Brazil,BR,0,25,40,769,10,0,0,1,0,1,0,0,0,1
83.0,9,desktop,Mundra, India,IN,0,0,0,0,5,0,0,1,0,1,0,1,1,0
32.0,3,tablet,Unterlüß, Germany,DE,0,11,90,291,2,0,0,0,0,0,0,0,0,1
55.0,30,mobile,Maspalomas, Spain,UK,0,25,173,1342,28,0,0,1,0,0,0,0,0,1
158.0,7,mobile,Trikala Korinthias, Greece,GR,0,0,0,0,2,0,0,2,0,1,0,2,0,0
8.0,3,desktop,João Pessoa, Brazil,BR,0,24,138.5,598,2,0,0,0,0,0,0,0,0,1
155.0,4,mobile,Buenos Aires, Argentina,AR,1,25,106,1129,0,0,3,0,0,0,0,0,0,1
293.0,5,mobile,Urayasu, Japan,JP,0,25,221,890,0,1,0,0,0,1,0,0,0,1
43.0,2,desktop,Glasgow, United Kingdom,UK,0,25,74,1165,0,0,0,0,1,0,0,0,0,1
390.0,3,desktop,Ho Chi Minh City, Vietnam,JP,1,25,118,2364,0,0,1,0,0,0,0,0,0,1
0.0,1,mobile,Berlin, Germany,DK,0,25,69,1269,0,0,0,0,0,0,0,0,0,1
37.0,6,desktop,Singapore, Singapore,JP,5,22,203.5,1380,0,0,5,0,0,0,0,0,0,1
0.0,1,mobile,Bolgar, Russia,RU,0,5,19,141,0,0,0,0,0,0,0,0,0,1
240.0,12,mobile,Fujisawa, Japan,JP,0,10,108.5,256,8,0,0,1,1,0,0,1,0,1
0.0,1,mobile,West Dundee, USA,ES,0,25,95,995,0,0,0,0,0,0,0,0,0,1
2816.0,7,mobile,Nottingham, United Kingdom,UK,0,23,127,1030,2,0,0,1,1,0,0,0,0,1
0.0,1,mobile,Birmingham, United Kingdom,UK,0,25,91,1247,0,0,0,0,0,0,0,0,0,1
0.0,1,desktop,Wollongong, Australia,AU,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1286.0,5,desktop,Southport, Australia,AU,0,25,115,509,2,0,0,0,0,0,0,0,0,1
407.0,27,desktop,Helsinki, Finland,RU,5,25,114,1414,2,0,22,0,2,0,0,0,0,1
153.0,8,mobile,Toyooka, Japan,JP,1,25,141,408,1,0,4,0,0,0,2,0,0,1
21.0,4,mobile,Bangkok, Thailand,MY,1,0,0,0,0,1,1,0,0,0,2,0,0,0
223.0,9,desktop,Venice, Italy,DE,1,25,124,1223,0,0,4,0,1,0,0,0,0,1
376.0,5,desktop,Las Vegas, USA,US,0,25,82,5103,0,1,0,0,1,0,0,0,0,1
73.0,4,mobile,Plovdiv, Bulgaria,BG,1,25,34,707,0,0,1,0,0,0,2,0,0,1
236.0,19,mobile,Nonthaburi, Thailand,TH,3,25,29,446,12,0,2,1,1,1,0,1,0,1
0.0,1,mobile,Patong Beach, Thailand,AU,0,25,80,1306,0,0,0,0,0,0,0,0,0,1
3514.0,24,desktop,Sarlat-la-Canéda, France,FR,0,13,67,1950,2,0,0,0,0,3,0,0,0,1
-57166.0,2,desktop,Bristol, United Kingdom,BR,0,0,0,0,4,0,0,0,0,0,0,0,0,0
688.0,13,desktop,Tokyo, Japan,JP,1,25,148,3971,0,1,1,0,0,0,2,0,0,1
188.0,2,desktop,Pooler, USA,US,0,15,77,482,0,0,0,0,1,0,0,0,0,1
439.0,84,mobile,Chicago, USA,US,1,25,95,2578,71,1,2,1,0,1,4,1,0,1
23.0,4,tablet,Atlantic City, USA,US,0,0,0,0,4,0,0,0,0,0,0,0,0,0
-25691.0,23,mobile,San Agustín, Spain,ES,0,25,142,3284,51,0,0,0,0,0,0,1,0,1
1753.0,15,mobile,Kobe, Japan,JP,1,25,232,2985,0,0,4,0,0,0,8,0,0,1
187.0,4,mobile,Foz do Iguaçu, Brazil,BR,0,25,81,1335,2,0,0,0,0,0,0,0,0,1
0.0,2,mobile,Freiburg, Germany,DE,0,0,0,0,2,0,0,0,0,0,0,0,0,0
128.0,2,mobile,Ustron, Poland,PL,0,25,40,923,0,0,0,0,0,0,0,0,0,1
118.0,2,mobile,Bihać, Bosnia and Herzegovina,HR,0,25,26,369,0,0,0,0,0,0,0,0,0,1
0.0,1,mobile,Genting Highlands, Malaysia,MY,0,14,73.5,370,0,0,0,0,0,0,0,0,0,1
1734.0,12,desktop,Providenciales, Turks and Caicos Islands,IT,0,24,698.5,557,10,0,0,0,0,0,0,0,1,1
255.0,3,desktop,Lünen, Germany,AT,0,0,0,0,0,0,0,0,3,0,0,0,0,0
1367.0,31,mobile,San Martín de la Vega, Spain,ES,2,25,108,4175,5,1,6,1,0,0,8,1,0,1
60.0,3,desktop,Costa Adeje, Spain,CA,1,25,122,1723,0,0,2,0,0,0,0,0,0,1
355.0,7,mobile,Jaipur, India,IN,1,25,81,1471,2,0,2,0,1,0,0,0,0,1
-307352.0,1,mobile,Taormina, Italy,UK,0,25,139,1283,0,0,0,0,0,0,0,1,0,1
68.0,18,mobile,Baguio, Philippines,PH,0,25,37,819,16,0,0,0,0,0,0,1,0,1
99.0,25,desktop,Anuradhapura, Sri Lanka,CA,0,0,0,0,25,0,0,0,0,0,0,0,0,0
4365.0,8,mobile,Marrakech, Morocco,UK,1,25,131,1357,0,1,3,0,0,0,0,3,0,1
47.0,3,mobile,Iwaki, Japan,JP,1,25,73,652,0,0,0,1,1,0,0,0,0,1
36.0,2,desktop,Costa del Este, Argentina,AR,0,25,61,327,0,0,0,0,1,0,0,0,0,1
7.0,2,mobile,Holt, United Kingdom,UK,0,25,120,786,0,0,0,0,0,1,0,0,0,1
30.0,2,mobile,Zvolen, Slovakia,SK,1,10,50.0,320,0,0,0,0,1,0,0,0,0,1
0.0,1,mobile,Costa Teguise, Spain,IT,0,25,126,1559,0,0,0,0,0,0,0,0,0,1
47.0,2,desktop,Omura, Japan,JP,0,25,78,848,0,1,0,0,0,0,0,0,0,1
714.0,19,desktop,Bela Bela, South Africa,ZA,0,25,107,688,16,0,0,0,2,0,0,0,0,1
0.0,1,mobile,Mijas, Spain,UK,0,25,342,1107,0,0,0,0,0,0,0,0,0,1
37.0,25,mobile,Natal, Brazil,BR,0,0,0,0,25,0,0,0,0,0,0,0,0,0
5.0,3,mobile,Tagaytay City, Philippines,PH,0,25,54,643,2,0,0,0,0,0,0,0,0,1
591.0,39,mobile,El Centro, USA,IT,0,17,58,1105,28,0,0,3,0,2,0,0,0,1
0.0,1,mobile,Amsterdam, Netherlands,US,0,0,0,0,0,0,0,0,0,0,0,1,0,0
178.0,9,mobile,Rio de Janeiro, Brazil,AR,0,25,45,613,6,1,0,0,0,0,0,1,0,1
53.0,3,tablet,Devonport, Australia,AU,0,23,85,607,0,0,0,0,1,0,0,0,0,1
102.0,9,mobile,Urayasu, Japan,JP,1,25,67,431,2,0,1,0,0,0,2,0,0,1
0.0,1,mobile,Greater Noida, India,IN,0,25,24,804,0,0,0,0,0,0,0,0,0,1
914.0,7,mobile,London, United Kingdom,DE,1,25,195,2090,0,0,2,0,1,0,2,0,0,1
352.0,7,desktop,Viseu, Portugal,PT,0,14,92.5,468,2,0,0,1,1,1,0,1,0,1
1.0,3,desktop,Dubai, United Arab Emirates,RU,0,25,135,1544,2,0,0,0,0,0,0,0,0,1
70.0,5,mobile,Bangkok, Thailand,AU,1,25,135,1483,0,0,1,0,1,0,2,0,0,1
0.0,1,desktop,London, United Kingdom,IT,0,25,102,992,0,0,0,0,0,0,0,0,0,1
0.0,1,mobile,Seoul, South Korea,KR,0,0,0,0,0,0,0,0,0,0,0,0,1,0
169.0,3,mobile,Moss, Norway,NO,0,12,120.5,361,0,0,0,0,1,0,0,0,0,1
998.0,35,desktop,Son La, Vietnam,CA,8,25,71,2515,0,0,26,0,1,0,0,0,2,1
201.0,13,tablet,Dubai, United Arab Emirates,AU,0,25,261,1705,12,0,0,0,0,0,0,0,0,1
1016.0,23,desktop,Paris, France,CA,1,25,254,2263,17,0,1,1,1,0,0,0,0,1
173.0,2,mobile,Merlo, Argentina,AR,0,12,77.0,169,0,0,0,0,1,0,0,0,0,1
30.0,20,mobile,Side, Turkey,TR,0,0,0,0,18,0,0,1,0,1,0,0,0,0
531.0,37,mobile,Shirdi, India,IN,0,0,0,0,31,0,0,0,1,0,1,4,0,0
308.0,13,desktop,Livigno, Italy,IT,0,25,98,1002,9,0,0,0,0,1,0,1,0,1
274.0,7,mobile,Praia do Forte, Brazil,AR,0,9,138,171,2,0,0,0,2,0,0,1,0,1
1871.0,92,mobile,Urubamba, Peru,PE,0,25,55,1498,88,0,0,1,0,0,0,1,0,1
31.0,11,mobile,Osaka, Japan,JP,1,25,187,679,0,0,3,0,0,0,7,0,0,1
483.0,12,mobile,Parramatta, Australia,AU,0,23,75,800,8,0,0,1,1,0,0,1,0,1
0.0,1,mobile,Fortaleza, Brazil,AR,0,0,0,0,0,0,0,0,1,0,0,0,0,0
262.0,26,mobile,Acapulco, Mexico,MX,0,24,82,2531,23,0,0,0,0,0,0,0,1,1
0.0,1,desktop,Ledbury, United Kingdom,UK,0,25,97,730,0,0,0,0,0,0,0,0,0,1
77.0,9,desktop,Cabo San Lucas, Mexico,US,0,25,494,1266,8,0,0,0,0,0,0,0,0,1
241.0,11,desktop,Sharm el-Sheikh, Egypt,AA,1,25,21,1202,4,0,3,1,0,0,2,0,0,1
2678.0,61,desktop,Sault Ste. Marie, Canada,CA,1,25,32,366,49,0,1,0,5,1,3,0,1,1
242.0,31,mobile,Strasbourg, France,DE,3,0,0,0,28,0,0,0,3,0,0,0,0,0
0.0,1,desktop,Racibórz , Poland,PL,0,22,35.5,549,0,0,0,0,0,0,0,0,0,1
712.0,26,desktop,Anchorage, USA,AU,0,25,195,993,21,0,0,0,0,0,0,0,0,1
65.0,2,mobile,Ryazan, Russia,RU,0,25,36,971,0,0,0,0,0,0,0,0,0,1
0.0,1,mobile,Torres, Brazil,BR,0,25,50,563,0,0,0,0,0,0,0,0,0,1
272.0,6,desktop,Londrina, Brazil,BR,1,25,40,897,0,0,1,0,1,0,2,0,0,1
0.0,1,mobile,Nagoya, Japan,JP,0,25,61,899,0,0,0,0,0,0,0,0,0,1
179.0,2,desktop,Rome, Italy,CH,0,25,189,1086,0,0,0,0,0,0,0,0,0,1
498.0,4,desktop,Madrid, Spain,IT,0,25,105,1154,0,0,0,1,0,0,0,0,0,1
16.0,2,desktop,Tokyo, Japan,TW,0,25,126,1112,0,0,0,0,0,0,0,0,1,1
270.0,6,mobile,Bukowina Tatrzanska, Poland,PL,0,25,55,1637,2,0,0,1,0,0,0,0,0,1
167.0,3,mobile,Gramado, Brazil,BR,0,24,130.5,546,2,0,0,0,0,0,0,0,0,1
578.0,8,desktop,Celaya, Mexico,MX,0,25,35,2445,0,0,0,0,4,0,0,0,0,1
359.0,5,mobile,Guilin, China,HK,0,25,36,725,0,0,0,0,1,0,0,1,0,1
103.0,3,mobile,Malacca, Malaysia,MY,0,25,58,735,0,0,0,1,0,1,0,0,0,1
67.0,5,mobile,San Sebastián, Spain,ES,1,25,199,716,0,1,1,0,0,0,2,0,0,1
639.0,10,mobile,Sharm el-Sheikh, Egypt,AA,1,25,23,2808,0,0,4,0,1,0,3,0,0,1
1030.0,28,mobile,Florianópolis, Brazil,BR,0,25,38,3211,19,0,0,0,1,0,0,0,0,1
1104.0,4,mobile,Córdoba City, Argentina,US,0,25,47,1900,0,0,0,0,0,0,0,0,0,1
84.0,2,mobile,Gangtok, India,IN,0,25,22,575,0,0,0,0,0,0,0,0,0,1
302.0,51,mobile,Baião, Portugal,PT,0,25,73,1157,48,0,0,1,0,0,0,0,0,1
5.0,3,mobile,Eilat, Israel,IL,0,25,185,1659,2,0,0,0,0,0,0,0,0,1
3.0,3,mobile,Munich, Germany,DE,0,25,81,1100,2,0,0,0,0,0,0,0,0,1
253.0,10,mobile,Bangkok, Thailand,SG,0,25,138,1536,2,0,0,0,0,0,0,1,3,1
0.0,1,mobile,Metz, France,DE,0,25,79,914,0,0,0,0,0,0,0,0,0,1
734.0,12,desktop,Bendigo, Australia,AU,0,25,83,2090,0,0,0,0,0,1,0,0,0,1
81.0,3,desktop,Taichung City, Taiwan,TW,1,0,0,0,0,0,1,0,1,0,0,0,1,0
472.0,6,mobile,Osaka, Japan,JP,1,25,111,1059,0,3,1,0,0,0,0,0,0,1
251.0,8,tablet,Hamburg, Germany,DE,3,25,135,2265,0,0,6,0,0,0,0,0,0,1
4.0,2,mobile,Gatlinburg, USA,US,0,25,59,1170,0,0,0,1,0,0,0,0,0,1
259.0,4,mobile,Jincheng Township, Taiwan,TW,0,25,50,259,0,0,0,0,1,2,0,0,0,1
0.0,1,mobile,Zanesville, USA,US,0,13,79,408,0,0,0,0,0,0,0,0,0,1
41.0,4,mobile,Esperance, Australia,AU,0,0,0,0,1,0,0,1,0,0,0,2,0,0
592.0,70,tablet,Semarang, Indonesia,AU,2,25,26,911,66,0,2,0,0,0,0,0,0,1
380.0,6,mobile,Huatulco, Mexico,MX,0,25,74,1184,0,0,0,0,3,0,0,0,0,1
729.0,3,mobile,Natal, Brazil,BR,0,25,40,2300,0,1,0,0,0,0,0,0,0,1
417.0,90,mobile,Pattaya, Thailand,TH,0,25,92,3120,86,0,0,0,0,0,0,0,0,1
0.0,1,mobile,Zinnowitz, Germany,DE,0,25,88,799,0,0,0,0,0,0,0,0,0,1
0.0,1,mobile,Alhaurín el Grande, Spain,BE,0,25,115,1206,0,0,0,0,0,0,0,0,0,1
0.0,1,mobile,Varaždinske Toplice, Croatia,HR,0,25,53,312,0,0,0,0,0,0,0,0,0,1
575.0,105,desktop,Rochester, USA,US,1,12,112.0,1694,91,0,8,1,1,1,0,0,0,1
13.0,9,desktop,Hibberdene, South Africa,ZA,0,0,0,0,9,0,0,0,0,0,0,0,0,0
0.0,1,mobile,Colombo, Sri Lanka,HU,4,25,102,1299,0,0,0,0,0,0,0,0,0,1
541.0,64,mobile,Medellín, Colombia,CO,1,11,42,417,53,0,1,2,4,1,0,0,1,1
1827.0,201,mobile,Amsterdam, Netherlands,UK,1,25,159,3139,171,0,3,9,0,4,6,0,0,1
150.0,20,desktop,New York, USA,US,1,25,267,1227,16,0,1,0,0,0,2,0,0,1
258.0,7,desktop,Ferrara, Italy,IT,1,0,0,0,2,2,0,1,1,0,0,1,0,0
172.0,10,desktop,New York, USA,CA,0,0,0,0,6,1,0,1,1,1,0,0,0,0
165.0,4,mobile,Simmerath, Germany,DE,0,25,80,528,0,0,0,0,0,1,0,0,0,1
0.0,1,mobile,Palmitos, Brazil,BR,0,3,43,87,0,0,0,0,0,0,0,0,0,1
71.0,2,desktop,São Sebastião, Brazil,BR,0,25,173,864,0,1,0,0,0,0,0,0,0,1
0.0,1,mobile,Ein Bokek, Israel,IL,0,25,119,1043,0,0,0,0,0,0,0,0,0,1
0.0,1,mobile,Tulum, Mexico,BR,0,25,168,973,0,0,0,0,0,0,0,0,0,1
243.0,234,mobile,Varadero, Cuba,US,0,25,95,1102,230,0,0,1,1,0,0,0,1,1
255.0,76,tablet,Ottawa, Canada,CA,0,25,113,1298,72,0,0,0,0,0,0,0,0,1
3408.0,61,desktop,Northwich, United Kingdom,UK,0,25,91,2090,59,0,0,0,0,0,0,0,0,1
0.0,1,desktop,Dubuque, USA,US,0,23,67,795,0,0,0,0,0,0,0,0,0,1
1100.0,103,desktop,Florence, Italy,IT,1,25,86,1836,91,0,3,2,0,0,0,1,0,1
67.0,4,mobile,Guarujá, Brazil,BR,1,0,0,0,0,1,1,0,0,0,2,0,0,0
0.0,1,mobile,Paris, France,ES,0,25,126,1094,0,0,0,0,0,0,0,0,0,1
34.0,3,mobile,London, United Kingdom,DE,0,25,185,1104,0,0,0,0,0,0,0,1,0,1
0.0,1,tablet,Højer, Denmark,DK,0,25,84,628,0,0,0,0,0,0,0,0,0,1
158730.0,1,mobile,Jaisalmer, India,IN,0,25,69,607,0,0,0,0,0,0,0,1,0,1
385.0,9,mobile,Kangra, India,IN,0,25,21,533,6,0,0,0,0,0,0,0,0,1
0.0,1,mobile,Bremen, Germany,DE,0,25,151,1192,0,0,0,0,0,0,0,0,0,1
269.0,2,mobile,Charleston, USA,US,0,25,198,712,0,0,0,0,1,0,0,0,0,1
689.0,9,mobile,Golden Sands, Bulgaria,RS,0,25,62,1266,5,0,0,1,1,0,0,0,0,1
96.0,2,tablet,Titisee-Neustadt, Germany,DE,0,25,99,1264,0,0,0,0,0,0,0,0,0,1
683.0,6,mobile,Dún Laoghaire, Ireland,ZA,0,24,154.5,2439,0,2,0,0,0,0,0,0,1,1
115.0,10,mobile,Pirenópolis, Brazil,BR,0,24,57.0,445,9,0,0,0,0,0,0,0,0,1
-20219.0,147,mobile,Side, Turkey,UK,6,25,66,3784,143,0,5,0,0,1,1,0,0,1
201.0,2,mobile,Bacolor, Philippines,PH,0,24,42.5,816,0,0,0,0,0,0,0,0,0,1
0.0,1,mobile,Reykjavík, Iceland,AT,0,25,147,832,0,0,0,0,0,0,0,0,0,1
49.0,2,mobile,Legian, Indonesia,AU,0,25,61,3269,0,0,0,0,0,0,0,0,0,1
436.0,78,mobile,Miri, Malaysia,MY,0,25,31,868,73,0,0,2,0,0,0,2,0,1
1772.0,73,mobile,Salvador Bahia, Brazil,BR,0,25,50,1260,67,0,0,1,0,1,0,0,0,1
0.0,1,mobile,Bribie Island, Australia,AU,0,16,99.5,585,0,0,0,0,0,0,0,0,0,1
46.0,2,mobile,Vienna, Austria,DE,0,20,294.5,895,0,1,0,0,0,0,0,0,0,1
10204.0,28,desktop,Lyon, France,FR,0,24,75.5,3309,12,0,0,0,0,0,1,0,0,1
0.0,1,mobile,Luz-Saint-Sauveur, France,FR,0,25,70,451,0,0,0,0,0,0,0,0,0,1
11.0,3,mobile,London, United Kingdom,UK,0,25,165,1163,2,0,0,0,0,0,0,0,0,1
56.0,8,desktop,Hamburg, Germany,DE,1,25,66,471,0,0,1,0,1,0,5,0,0,1
74.0,7,desktop,Maceió, Brazil,AR,3,25,62,1337,0,0,6,0,0,0,0,0,0,1
2.0,3,desktop,Aschaffenburg, Germany,DE,0,24,98.5,944,2,0,0,0,0,0,0,0,0,1
118.0,2,desktop,Hakodate, Japan,JP,0,25,70,989,0,0,0,0,1,0,0,0,0,1
0.0,1,desktop,Asansol, India,IN,0,25,16,298,0,0,0,0,0,0,0,0,0,1
417.0,7,desktop,Sacramento, USA,US,0,25,101,1147,2,0,0,4,0,0,0,0,0,1
0.0,1,mobile,Tototlán, Mexico,MX,0,1,32,35,0,0,0,0,0,0,0,0,0,1
0.0,1,desktop,Hamburg, Germany,DK,0,24,269.5,1406,0,0,0,0,0,0,0,0,0,1
44.0,3,mobile,San Diego, USA,MX,0,25,137,1537,0,1,0,1,0,0,0,0,0,1
719.0,5,mobile,Itanhaém, Brazil,BR,0,0,0,0,0,0,0,2,2,0,0,0,1,0
51.0,4,mobile,Vinh, Vietnam,VN,0,25,21,596,2,0,0,0,0,1,0,0,0,1
206.0,7,tablet,London, United Kingdom,KR,1,25,145,933,4,0,1,0,0,0,0,0,0,1
667.0,50,mobile,Canmore, Canada,CA,0,25,80,1436,49,0,0,0,0,0,0,0,0,1
506.0,8,mobile,Nuevo Laredo, Mexico,MX,0,25,57,990,2,0,0,0,4,0,0,0,0,1
126.0,4,mobile,Paris, France,FR,2,25,118,705,0,0,2,0,1,0,0,0,0,1
0.0,1,desktop,Berlin, Germany,FR,0,25,169,1102,0,0,0,0,0,0,0,0,0,1
1288.0,6,mobile,Morelia, Mexico,MX,0,25,41,1944,2,0,0,0,0,0,0,0,0,1
271.0,32,mobile,Cabo San Lucas, Mexico,MX,0,25,149,732,26,0,0,2,0,0,0,3,0,1
6.0,2,mobile,Aurangabad, India,IN,0,25,29,949,0,0,0,0,1,0,0,0,0,1
288.0,20,desktop,Sydney, Australia,NZ,1,25,106,2262,13,1,3,0,1,0,0,0,0,1
0.0,1,mobile,Dashu District, Taiwan,TW,0,25,74,722,0,0,0,0,0,0,0,0,0,1
73.0,2,mobile,Perugia, Italy,IT,0,25,71,2683,0,0,0,0,0,0,0,0,0,1
-13878.0,3,desktop,Orlando, USA,BR,1,25,71,2320,0,0,1,0,2,0,0,0,0,1
0.0,1,mobile,Kanpur, India,IN,0,25,25,602,0,0,0,0,0,0,0,0,0,1
629.0,4,mobile,Moscow, Russia,RU,0,25,52,1899,0,0,0,0,0,0,0,0,0,1
0.0,1,mobile,Sapporo, Japan,JP,0,25,269,1074,0,0,0,0,0,0,0,0,0,1
-36343.0,3,mobile,Ghent, Belgium,ES,1,25,95,3224,32,0,2,0,0,0,4,0,0,1
148.0,2,desktop,Birmingham, United Kingdom,UK,0,25,91,982,0,1,0,0,0,0,0,0,0,1
102.0,22,mobile,St Petersburg, Russia,RU,1,25,11,342,13,0,1,0,0,0,3,2,0,1
0.0,1,mobile,Tiburon, USA,US,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,1,mobile,Cestas, France,FR,0,25,60,933,0,0,0,0,0,0,0,0,0,1
230.0,61,desktop,Şile, Turkey,TR,5,24,28.5,603,54,0,5,0,0,1,0,0,0,1
2546.0,4,desktop,Oslo, Norway,NO,0,0,0,0,0,0,0,0,3,0,0,1,0,0
0.0,1,mobile,Killarney, Ireland,IE,0,25,105,1066,0,0,0,0,0,0,0,0,0,1
24.0,4,desktop,Lisbon, Portugal,UK,1,0,0,0,0,0,1,0,1,0,2,0,0,0
651.0,36,desktop,Brisbane, Australia,NZ,0,25,80,2433,34,0,0,0,0,0,0,0,0,1
540.0,73,tablet,Playa Kantenah, Mexico,CA,0,25,284,1589,69,0,0,1,0,1,0,0,1,1
-14139.0,1,mobile,Uludag, Turkey,TR,0,25,76,1093,0,1,0,0,1,0,0,0,0,1
164.0,39,tablet,Hamburg, Germany,DE,0,25,108,1339,36,0,0,1,0,0,0,1,0,1
0.0,1,desktop,Portofino, Italy,AR,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,1,mobile,Hakone, Japan,JP,0,25,209,906,0,0,0,0,0,0,0,0,0,1
716.0,75,mobile,Florianópolis, Brazil,BR,0,0,0,0,68,4,0,0,2,0,0,0,1,0
0.0,1,mobile,Puerto de la Cruz, Spain,ES,0,25,73,1269,0,0,0,0,0,0,0,0,0,1
0.0,1,mobile,Halden, Norway,NO,0,5,122,166,0,0,0,0,0,0,0,0,0,1
389.0,5,mobile,Guarujá, Brazil,BR,0,24,64.0,605,0,0,0,0,1,0,0,0,2,1
0.0,1,mobile,Hurghada, Egypt,DE,0,25,81,1592,0,0,0,0,0,0,0,0,0,1
0.0,1,desktop,Tucson, USA,US,0,25,81,1325,0,0,0,0,0,0,0,0,0,1
44.0,2,mobile,Swindon, United Kingdom,UK,0,25,102,857,0,0,0,0,1,0,0,0,0,1
0.0,1,mobile,Bukit Merah, Malaysia,MY,0,25,23,567,0,0,0,0,0,0,0,0,0,1
1079.0,9,mobile,Lancaster, USA,US,0,25,118,1872,4,0,0,0,0,0,0,0,0,1
862.0,23,mobile,Bolu, Turkey,TR,0,0,0,0,18,0,0,4,0,1,0,0,0,0
1866.0,7,mobile,Puerto Angel, Mexico,MX,0,25,31,594,0,0,0,0,6,0,0,0,0,1
5311.0,21,desktop,Ao Nang, Thailand,MY,0,24,107.5,2137,2,3,0,2,0,1,0,0,6,1
17.0,3,mobile,Nagoya, Japan,JP,0,25,69,940,0,1,0,0,0,1,0,0,0,1
1155.0,4,desktop,Bad Brambach, Germany,DE,1,25,112,1257,0,0,0,0,2,0,0,0,0,1
-83799.0,4,mobile,Yokohama, Japan,JP,1,25,66,1079,0,1,2,0,0,0,4,0,0,1
21.0,15,mobile,Sigatoka, Fiji,AU,0,17,84,663,13,0,0,0,0,0,0,0,1,1
221.0,3,mobile,Cherokee, USA,US,0,18,100.5,624,0,1,0,0,1,0,0,0,0,1
0.0,1,mobile,Silvassa, India,IN,0,25,21,614,0,0,0,0,0,0,0,0,0,1
0.0,1,tablet,Durban, South Africa,ZA,0,25,91,1110,0,0,0,0,0,0,0,0,0,1
774.0,18,mobile,Nathdwara, India,IN,0,25,24,403,13,0,0,2,0,1,0,1,0,1
99.0,5,desktop,Istanbul, Turkey,AA,2,25,40,1391,0,0,2,0,0,0,0,0,0,1
1889.0,57,mobile,Hong Kong, Hong Kong,HK,2,25,85,641,31,1,8,8,1,2,4,0,0,1
